date_calculated,date_end,slice,state,city,market,cbsa,geo_code,population,current_price,loan,equity,market_cagr,noi_cap_rate_compounded,fixed_interest_rate,operation_cashflow,market_cap_appreciation_bp,irr,npv,equity_multiple,demand_vs_supply,demand_yoy_growth,supply_yoy_growth,horizon
2025-03-31,2030-03-31,Class A,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1195186.0,200000.3891,140000.27237,60000.11673000001,0.052828496684861115,0.04624597871902674,0.07150000000000001,-0.025254021280973267,58.739036321639944,0.13535204699932968,20758.500471471096,1.9151486582166746,0.8885364763350927,0.03984562850488893,0.03162594577849709,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1195186.0,130964.226,91674.9582,39289.2678,0.053608291818843856,0.051538689137837844,0.07150000000000001,-0.019961310862162164,59.356130659580025,0.1507430526185074,16869.600920608755,2.019352511411722,0.8806520794640278,0.014584143125667692,0.01534383200703493,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Alabama,Birmingham,"Birmingham,Alabama",13820,G2-13820,1195186.0,82570.3469,57799.242829999996,24771.10407000001,0.05255067637359501,0.06297167919258904,0.07150000000000001,-0.008528320807410963,60.00019609928089,0.17772534825140696,14102.56972161086,2.1882242383761836,0.8701711383917651,-0.000700383614746225,0.0012150704143352176,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Idaho,Boise,"Boise,Idaho",14260,G2-14260,853042.75,303660.8579,212562.60053,91098.25737,0.06248230884014605,0.032942910115041184,0.07150000000000001,-0.038557089884958824,59.46438759565402,0.12582266892860838,28125.525769201646,1.894776591781966,0.9149275074127132,0.06686515526609149,0.044762121643918906,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Idaho,Boise,"Boise,Idaho",14260,G2-14260,853042.75,267257.4903,187080.24321,80177.24709000002,0.060566793327899715,0.034398697513744435,0.07150000000000002,-0.03710130248625559,59.963092207908005,0.1246849842306832,24023.979803940674,1.8785023699918346,0.9251287114690636,0.023144452992701403,0.014948294518504879,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Idaho,Boise,"Boise,Idaho",14260,G2-14260,853042.75,137076.1718,95953.32026000001,41122.85154,0.05737514434368207,0.05038372176487537,0.07150000000000002,-0.02111627823512465,60.73322147131001,0.1565284422153317,19275.75137232124,2.078023146492075,0.9629804988655954,0.003145216226187131,-0.0003951100569157262,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,5049135.0,613721.7744,429605.24208,184116.53232,0.05170085479847142,0.03181537728667447,0.0715,-0.039684622713325526,46.92506045103101,0.09638988797874348,24831.210700228898,1.6515966347650173,0.9201793520171812,0.038997373338363506,0.03761259758031832,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,5049135.0,460956.0027,322669.20188999997,138286.80081000004,0.0520225828249139,0.035480486197016055,0.07150000000000001,-0.03601951380298395,47.151297330856046,0.10645036677101305,26173.807198315626,1.7192458390669323,0.9400238052078224,0.02794387527894937,0.02762697683931603,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Massachusetts,Boston,"Boston,Massachusetts",14460,G2-14460,5049135.0,321366.0953,224956.26670999997,96409.82859000002,0.051896596273297124,0.0407968880544749,0.07150000000000001,-0.030703111945525108,48.230886459351005,0.11957237033171242,25019.67822149099,1.8052811394741641,0.9632649268141968,-0.0009150631300332002,0.0006773753766626811,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1161102.0,276595.7786,193617.04502,82978.73358000003,0.05408275689790365,0.03542322367036931,0.07150000000000001,-0.036076776329630696,65.18080830573994,0.11151161308332047,18138.49015338815,1.760514928835923,0.9460090500482212,0.03671290345897105,0.041033970044676016,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1161102.0,148080.1443,103656.10101,44424.043290000016,0.05528641162511483,0.05849153386328802,0.07150000000000002,-0.013008466136712,64.86341357231196,0.17231873516931895,24353.599322899085,2.169809027145514,0.9456735135529926,0.026129723765030644,0.02228040705304357,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,New York,Buffalo,"Buffalo,New York",15380,G2-15380,1161102.0,89599.9061,62719.93426999999,26879.971830000002,0.05354402773312006,0.07231339331836104,0.07150000000000001,0.0008133933183610276,65.02896547317505,0.2040363014728237,19093.18264892008,2.3642778640502233,0.9459151209316595,0.0002775358320814547,-9.203795187417985e-05,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,877145.1875,273163.4452,191214.41164,81949.03356000001,0.05995964709515844,0.04051870589413666,0.07150000000000001,-0.030981294105863345,58.42249840497901,0.1379613295991593,30554.263623778694,1.9677146780025987,0.9015200347103104,0.04653741032438763,0.027741413105920376,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,877145.1875,232577.3277,162804.12939,69773.19831,0.060471435999782,0.04224863670913878,0.07150000000000001,-0.029251363290861226,58.187730610370984,0.14339901499201546,28180.72392036821,2.0073243160604815,0.9007963175160796,0.028061228633470492,0.018690253356352216,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,South Carolina,Charleston,"Charleston,South Carolina",16700,G2-16700,877145.1875,148089.3958,103662.57706,44426.81874,0.06047851779603497,0.05310789632939183,0.07150000000000001,-0.01839210367060818,59.92542952299201,0.1703943997666193,24508.580488581123,2.188461253734896,0.9231062832087904,0.0009023884295000784,-0.0003926445815326529,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2888030.0,307657.3311,215360.13177,92297.19933,0.051921552635446844,0.030724432310793137,0.07150000000000001,-0.04077556768920687,45.55553197860697,0.09406669416889857,11320.395479432103,1.6379161409136458,0.867656436780972,0.05519939420604292,0.0457095970839283,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2888030.0,237201.8268,166041.27876,71160.54804000002,0.05149462035668795,0.034095078905716,0.07150000000000001,-0.037404921094284005,44.897347688675,0.10137498347021379,11520.972891699595,1.6853881861971378,0.8765662536442714,0.0439735345786032,0.03725990020783576,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,North Carolina,Charlotte,"Charlotte,North Carolina",16740,G2-16740,2888030.0,144669.4056,101268.58391999999,43400.82168000001,0.05223763729835751,0.04801041959446376,0.07150000000000001,-0.023489580405536246,44.90204155445099,0.13865212634125834,15710.909594992758,1.932470190856726,0.9133633057520353,-0.0055028506189899185,-0.002763624987752289,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,589320.625,212201.0033,148540.70231,63660.30099000002,0.05955115582368209,0.04126038987523504,0.07150000000000001,-0.03023961012476497,59.61213260889102,0.13896090958227458,24015.623848721007,1.9714888274603046,0.9034590911386717,0.033338801961748876,0.019948974655202623,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,589320.625,161729.6615,113210.76304999998,48518.89845000001,0.05773136662883682,0.04667044171158777,0.07150000000000002,-0.024829558288412254,59.50238555669799,0.14800184149510498,20544.277800759817,2.0235615542911787,0.9048525429707858,0.03248824936659034,0.019546398546933297,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Tennessee,Chattanooga,"Chattanooga,Tennessee",16860,G2-16860,589320.625,114106.7539,79874.72773,34232.02617,0.05751345807177444,0.051972170739794384,0.07150000000000001,-0.019527829260205624,60.45974791049902,0.16091271775594973,16859.877253316045,2.1073796283498667,0.9234955789802829,-0.0013831753106687827,-0.0006943894741846535,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9590732.0,410979.9556,287685.96891999996,123293.98668000003,0.058461928356708714,0.041175497773166356,0.07150000000000001,-0.030324502226833652,63.89468908309902,0.13649952335116922,44499.371491139056,1.9472410033048584,0.9374924902373085,0.027836429551739927,0.027888970297785587,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9590732.0,222414.1529,155689.90702999997,66724.24587000001,0.0580300028157239,0.0491440576477683,0.07150000000000001,-0.022355942352231706,63.88731300830806,0.15524958667381883,30853.50852854026,2.071022072471132,0.9495583090269173,0.015688052104657846,0.015183993603396395,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Illinois,Chicago,"Chicago,Illinois",16980,G2-16980,9590732.0,146649.3175,102654.52225,43994.79525000001,0.05682483822847462,0.0533571917781868,0.07150000000000001,-0.01814280822181321,64.27891552448203,0.1630493019524808,22074.253581939665,2.116128028475448,0.9584034847632446,-0.0009125324481193964,-0.0003139921643393606,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2293067.0,189398.2152,132578.75063999998,56819.46456000002,0.05743969001274163,0.05500953159844006,0.07150000000000001,-0.016490468401559946,74.17488843202598,0.16861183072288854,30295.47690890877,2.1564648624147953,0.9247827330358791,0.05027009823042472,0.04880475763698988,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2293067.0,140990.0297,98693.02079000001,42297.008910000004,0.05699542677004854,0.059006572821986236,0.07150000000000001,-0.012493427178013772,74.39535111188896,0.17748155397376464,24545.542671394942,2.2138321116312296,0.9228290758974332,0.02784822229393713,0.02402253596324555,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Ohio,Cincinnati,"Cincinnati,Ohio",17140,G2-17140,2293067.0,76995.5751,53896.90257,23098.672530000003,0.054299203433617826,0.07424329404903207,0.07150000000000002,0.0027432940490320495,75.05506277084392,0.21072406691824996,17268.238375872388,2.411971398009301,0.9365985384802455,-0.0012380474347797321,-0.0006931152711806554,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2075655.0,220572.8526,154400.99682,66171.85578000001,0.05462967926494433,0.05004576505029952,0.07150000000000001,-0.021454234949700488,65.34829735755906,0.14924138938579223,28040.503402053495,2.0154887638141394,0.8642797633567133,0.06280533245480924,0.03951749819042649,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2075655.0,97701.4852,68391.03963999999,29310.445560000007,0.05329223737688382,0.08178089505144576,0.07150000000000001,0.010280895051445749,66.0991668701169,0.22788411083912963,24459.7473451887,2.516901934337497,0.9207739817947553,0.01747609430272723,0.013447826393129692,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Ohio,Cleveland,"Cleveland,Ohio",17460,G2-17460,2075655.0,63190.3351,44233.23456999999,18957.100530000003,0.05264750372579141,0.08910338538998913,0.07150000000000001,0.017603385389989123,66.19289517402594,0.2457582130693292,17523.30054464093,2.6257337401963063,0.9316286581044539,0.0017160494766832457,-6.618117522205758e-05,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,780077.0625,331134.4716,231794.13012,99340.34148,0.07248130603646485,0.02924375528918707,0.07150000000000001,-0.042256244710812935,61.81340664625203,0.14082644610923034,40912.938722136605,2.04952845646815,0.9058851428816547,0.04608778020275395,0.035945222860618076,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,780077.0625,263798.9349,184659.25442999997,79139.68047000002,0.0628023073880275,0.031206879548583644,0.0715,-0.04029312045141635,60.08993834257098,0.12235381250988309,22937.231515770298,1.8726433170247523,0.8937656646562805,0.03835133101145982,0.021321806358483464,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Colorado,Colorado Springs,"Colorado Springs,Colorado",17820,G2-17820,780077.0625,154589.8417,108212.88918999999,46376.95251,0.05457901864357617,0.03825845743368597,0.07150000000000001,-0.033241542566314036,59.54414606094298,0.11965310610774571,12227.837134249916,1.8179892113047664,0.9048852687611779,0.0012858996648006382,-0.00034061886985481404,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,874711.4375,171759.6511,120231.75576999999,51527.89533,0.05575095072984371,0.05495970673471586,0.07150000000000001,-0.016540293265284146,56.05604499578504,0.1644685579535201,26137.323391055215,2.12055549346635,0.9233444202461043,0.04139264289855049,0.03854943702506364,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,874711.4375,136568.2332,95597.76323999999,40970.46996,0.055119810836884664,0.053789046483217126,0.07150000000000001,-0.017710953516782882,56.78594112396296,0.1598137649733784,19728.876906862235,2.0879917683113685,0.8940662155124232,0.027422815755662855,0.026181446596951652,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,South Carolina,Columbia,"Columbia,South Carolina",17900,G2-17900,874711.4375,89515.1395,62660.597649999996,26854.54185000001,0.053471440954341976,0.06347307473352769,0.07150000000000001,-0.00802692526647232,57.36336112022393,0.18092723941551214,15821.10357831401,2.2154489776355377,0.9012639465803709,0.0011928333631407995,0.0018465051317912984,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2239590.0,195168.0076,136617.60532,58550.40228000001,0.05719442288752297,0.04812121209021419,0.07150000000000001,-0.02337878790978582,62.676034867762965,0.1506598491753861,25524.889049944446,2.036550853102365,0.9208403870925808,0.0525724375782437,0.04973687966521623,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2239590.0,159106.5154,111374.56078,47731.954620000004,0.05719429901541018,0.05140971658257187,0.07150000000000001,-0.02009028341742814,62.856934964657036,0.15867065779042666,22908.9126252336,2.091356682365902,0.9192490142690426,0.03211382981012978,0.02573277046670608,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Ohio,Columbus,"Columbus,Ohio",18140,G2-18140,2239590.0,101499.164,71049.4148,30449.749200000006,0.05648987235946645,0.06242232597217453,0.07150000000000001,-0.009077674027825479,63.01835179328891,0.1850427733479123,18855.181969877925,2.2602539699918447,0.9321245225745948,-0.0013426822774629255,-0.0006885609882393284,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Texas,Dallas,"Dallas,Texas",19100,G2-19100,8478861.0,244088.2139,170861.74972999998,73226.46417000002,0.05561638297718985,0.040715252973884807,0.07150000000000001,-0.0307847470261152,51.586478948593,0.12822516069252488,22835.86362251251,1.8803622909645674,0.9054399385355425,0.0345058672985028,0.02827038227575085,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Texas,Dallas,"Dallas,Texas",19100,G2-19100,8478861.0,177823.5971,124476.51797,53347.07913000001,0.054872792631936784,0.045027708673865754,0.07150000000000002,-0.026472291326134267,51.58055573701796,0.13713271995228737,19158.660929474237,1.9368693388389708,0.8874065074523841,0.028086411301189163,0.022264535564873844,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Texas,Dallas,"Dallas,Texas",19100,G2-19100,8478861.0,113410.8754,79387.61278,34023.26262000001,0.05379106735731076,0.058376091642126655,0.07150000000000001,-0.013123908357873353,51.94682627916406,0.16864693441321355,17857.026979365743,2.1370644297419537,0.8998881811966432,-0.005602604933252819,-0.004349905072486782,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Ohio,Dayton,"Dayton,Ohio",19380,G2-19380,822248.25,173948.8548,121764.19836,52184.656440000006,0.05311679741440756,0.04995069156793788,0.07150000000000001,-0.021549308432062125,69.20006126165397,0.1459556454226194,20967.581989742306,1.9828008165354525,0.8984058156777097,0.018432984468446767,0.021571964177700798,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Ohio,Dayton,"Dayton,Ohio",19380,G2-19380,822248.25,121285.1917,84899.63419,36385.55751,0.05314916688514337,0.060471757228404005,0.07150000000000001,-0.011028242771596003,69.42041218280806,0.17283592019164362,19814.987081255655,2.1588155274218637,0.9238866057499945,0.015112426826104697,0.016695146876741784,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Ohio,Dayton,"Dayton,Ohio",19380,G2-19380,822248.25,71069.1786,49748.425019999995,21320.753580000004,0.051505725338096386,0.07767087457127247,0.07150000000000001,0.006170874571272467,69.79294121265495,0.21408836451585,16080.876013877236,2.411877705308097,0.9403641130149152,-0.0015195655681755627,-0.0002384643170965095,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Florida,Daytona Beach,"Daytona Beach,Florida",19660,G2-19660,745145.0,232447.7499,162713.42492999998,69734.32497000002,0.05547784892450558,0.03809447452240261,0.07150000000000001,-0.0334055254775974,59.106722474098,0.12064795034226705,18966.363221203763,1.8338163887628696,0.842981209147475,0.10838785449914057,0.06047363315285992,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Florida,Daytona Beach,"Daytona Beach,Florida",19660,G2-19660,745145.0,184495.2039,129146.64272999999,55348.56117,0.05740563100341056,0.04576328111482604,0.07150000000000001,-0.025736718885173968,59.08615887165097,0.1447368480146607,22453.065258666058,2.0016509870203953,0.8986070924442998,0.03558533794660357,0.026831334652853478,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Florida,Daytona Beach,"Daytona Beach,Florida",19660,G2-19660,745145.0,112251.8536,78576.29752,33675.55608000001,0.05642464268107217,0.0617790447392757,0.07150000000000001,-0.009720955260724307,59.297457337379036,0.18316353627579196,20519.12893101594,2.248178357169541,0.9212696038975323,-0.000421415926231572,-0.0005038632051818093,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Colorado,Denver,"Denver,Colorado",19740,G2-19740,3064597.0,385904.9059,270133.43413,115771.47177,0.05023577629394671,0.029220023869310875,0.07150000000000001,-0.04227997613068914,41.44117236137397,0.08593507540306966,9021.378528800356,1.5785508777153883,0.8981547259294633,0.041572871775242604,0.029599407399519162,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Colorado,Denver,"Denver,Colorado",19740,G2-19740,3064597.0,307890.2937,215523.20558999997,92367.08811000001,0.05107717389165645,0.03153651169091299,0.07150000000000001,-0.03996348830908702,42.57474094629302,0.09390421152293382,11204.811756912008,1.6342470823130337,0.8997403088969829,0.026291485899394118,0.020303686843101465,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Colorado,Denver,"Denver,Colorado",19740,G2-19740,3064597.0,205729.8181,144010.87266999998,61718.94543000002,0.05077621418839873,0.0360105087654167,0.07150000000000001,-0.03548949123458331,44.347308576107025,0.10453460578314089,10988.534741805634,1.7026951742014416,0.9077575559381761,-0.002128457781089832,-9.521946973300999e-05,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Iowa,Des Moines,"Des Moines,Iowa",19780,G2-19780,719785.125,157733.8708,110413.70956,47320.16124,0.04719767033328659,0.04896251703739047,0.07150000000000002,-0.022537482962609552,66.19893014431,0.12895840450559004,14325.023637675622,1.8463452271700826,0.9085085305455899,0.05290359521484156,0.043203836702114584,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Iowa,Des Moines,"Des Moines,Iowa",19780,G2-19780,719785.125,131162.8979,91814.02853,39348.869370000015,0.048129765544289604,0.052543906710727846,0.0715,-0.018956093289272148,66.90599024295807,0.14055666091103003,14348.025371797557,1.9247503559555659,0.9295468859169072,0.02673167299660495,0.01909591047425585,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Iowa,Des Moines,"Des Moines,Iowa",19780,G2-19780,719785.125,76000.4531,53200.317169999995,22800.135930000004,0.046859082140690234,0.067541944257434,0.07150000000000001,-0.003958055742566011,68.05293262004908,0.17694836385070345,12538.764571404776,2.1492204005392797,0.9294216946761982,0.0022296103060319705,0.00014115322744667758,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Michigan,Detroit,"Detroit,Michigan",19820,G2-19820,4410492.0,195926.3006,137148.41041999997,58777.89018000002,0.05363739275275026,0.056748390393819466,0.07150000000000001,-0.014751609606180542,59.19460207223892,0.16438747214818727,29458.066396132257,2.106778583749059,0.9127759198300416,0.06342999831404494,0.05488621131921034,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Michigan,Detroit,"Detroit,Michigan",19820,G2-19820,4410492.0,141966.406,99376.48419999999,42589.9218,0.05410574795671108,0.06328039362197796,0.07150000000000001,-0.008219606378022049,59.7973912954329,0.18196671299249134,25385.44624669972,2.2252741647998913,0.9397186376426231,0.014028499623280677,0.010266420169521062,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Michigan,Detroit,"Detroit,Michigan",19820,G2-19820,4410492.0,89708.7738,62796.141659999994,26912.63214,0.053119165620139075,0.0735721318102093,0.07150000000000001,0.0020721318102092934,59.695839881897115,0.2064153715545165,19410.94983267825,2.376540035792993,0.9368626917686974,0.0012910749067762683,-0.00030304742492459624,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,North Carolina,Durham,"Durham,North Carolina",20500,G2-20500,624058.875,285500.0736,199850.05151999998,85650.02208000002,0.059580567751230884,0.0345831460395944,0.07150000000000001,-0.03691685396040561,59.874318540096006,0.12258267855548999,24572.892959486373,1.8608192816442382,0.8781394480684319,0.06597342362938297,0.05124833155101127,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,North Carolina,Durham,"Durham,North Carolina",20500,G2-20500,624058.875,214642.3171,150249.62196999998,64392.69513000001,0.059802272243185906,0.03757512834433155,0.07150000000000001,-0.03392487165566846,59.874542057513985,0.13024906492893695,21262.56660093012,1.915345170636454,0.889605959337128,0.04985594521075387,0.0433020197337568,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,North Carolina,Durham,"Durham,North Carolina",20500,G2-20500,624058.875,140417.0458,98291.93205999999,42125.11374,0.059975597883910936,0.0510913236826502,0.07150000000000001,-0.020408676317349807,60.27992814779302,0.1642683544121264,21773.594164871247,2.144260558528206,0.9238174117323041,0.00027826752787984965,-0.0007147793957247295,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,California,East Bay,"East Bay,California",36084,G2-36084,2835084.0,505230.4985,353661.34894999996,151569.14955000003,0.04973381402418431,0.032549659380829765,0.07150000000000001,-0.03895034061917024,51.06378346681595,0.09325341504908757,17691.023850308557,1.6238764194826492,0.9193347430146952,0.024628971529985,0.018149029484297197,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,California,East Bay,"East Bay,California",36084,G2-36084,2835084.0,387247.0823,271072.95761,116174.12469000003,0.048945235694056954,0.0371910703569827,0.07150000000000001,-0.03430892964301731,49.135722219944,0.10302488909093532,19543.366138157813,1.6852980574086116,0.9355595073575029,0.012119717091096938,0.011543397380553655,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,California,East Bay,"East Bay,California",36084,G2-36084,2835084.0,297916.6254,208541.63778,89374.98762000003,0.048686924326023284,0.03966561382307375,0.0715,-0.031834386176926244,49.340389668941015,0.10869279186614134,17699.059945962756,1.7213310254173617,0.9432085309733783,0.00038192941855563767,-0.00015004295861231753,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Texas,El Paso,"El Paso,Texas",21340,G2-21340,882029.1875,137330.1926,96131.13482,41199.05778,0.04644025202137936,0.05307192829910642,0.07150000000000001,-0.01842807170089359,61.06361746787997,0.13803121306623511,14345.592256455719,1.899676399752324,0.9388916427620094,0.012474270898313433,0.014903973482431221,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Texas,El Paso,"El Paso,Texas",21340,G2-21340,882029.1875,99297.8256,69508.47791999999,29789.347680000006,0.0508910854592195,0.06457213723595395,0.07150000000000001,-0.0069278627640460555,61.20543926954207,0.17802100602199733,16884.523525972705,2.1810568271220068,0.9227647244742542,0.017667326567274433,0.015705561760718245,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Texas,El Paso,"El Paso,Texas",21340,G2-21340,882029.1875,66019.8722,46213.91054,19805.96166,0.050644574616336424,0.07565818616186114,0.07150000000000001,0.00415818616186113,61.82201206684098,0.20655146113444056,14136.605616842673,2.360815760985342,0.9311059130575641,-0.0007040520006440509,-0.00023158872331618952,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Florida,Fort Lauderdale,"Fort Lauderdale,Florida",22744,G2-22744,2048504.875,383008.4086,268105.88602,114902.52258000005,0.05570717621722565,0.0403786777035545,0.07150000000000001,-0.031121322296445507,52.11506038904204,0.1276314488287007,35470.96488981522,1.876632026253148,0.9201777447573635,0.050852566526908616,0.04759422921795786,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Florida,Fort Lauderdale,"Fort Lauderdale,Florida",22744,G2-22744,2048504.875,299160.238,209412.1666,89748.07140000002,0.056318191417377816,0.04508535803166912,0.07150000000000002,-0.026414641968330904,52.70939320325803,0.14097389531725035,34268.22874346646,1.9677408871411877,0.9230404590408338,0.024261728402692917,0.02077995781247921,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Florida,Fort Lauderdale,"Fort Lauderdale,Florida",22744,G2-22744,2048504.875,195102.2594,136571.58158,58530.67782000001,0.05552347850409323,0.04954623959240842,0.07150000000000001,-0.021953760407591588,52.52428352832801,0.15030681944040825,25206.143183605687,2.025623047045947,0.9438217062499629,-0.0025841483034833024,-0.0005198914600550442,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class A,Florida,Fort Myers,"Fort Myers,Florida",15980,G2-15980,865674.0625,274354.2627,192047.98389,82306.27881000002,0.05728684252374894,0.0361865774813861,0.07150000000000001,-0.035313422518613906,57.75880068540601,0.120574898861052,22508.73187583343,1.8395647340776131,0.8518701140620882,0.07787918879798372,0.05569386017449984,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class B,Florida,Fort Myers,"Fort Myers,Florida",15980,G2-15980,865674.0625,253552.8975,177487.02824999997,76065.86925000002,0.05817324135661228,0.03700772623462298,0.07150000000000001,-0.03449227376537703,57.97408521175399,0.12477466932057091,22653.02983669506,1.871742272030923,0.8640860212454278,0.07717515806576647,0.05584872830274623,5 Yrs Ahead (2025-2030)
2025-03-31,2030-03-31,Class C,Florida,Fort Myers,"Fort Myers,Florida",15980,G2-15980,865674.0625,146028.7812,102220.14683999999,43808.63436000001,0.05458051439639644,0.05490964433838072,0.07150000000000001,-0.016590355661619288,57.769268751143926,0.16150710461132012,21426.251467091053,2.095539826797652,0.9163517144135281,0.0041053790145306746,0.0019539134602195585,5 Yrs Ahead (2025-2030)
